('https://image1.ljcdn.com/440100-inspection/6b573c3a-c4c0-4c40-b022-71347142fc48.jpg.296x216.jpg', '凤凰城凤仪苑经典四房', '碧桂园凤凰城凤仪苑  | 4室2厅 | 136.93平米 | 东北 | 精装 | 无电梯', '高楼层(共6层)2002年建塔楼  -  凤凰城', '280万', '单价20449元/平米')
('https://image1.ljcdn.com/440100-inspection/0da42aef-ac80-407a-ac9b-34900f44fcde.jpg.296x216.jpg', '凤凰城凤仪苑 楼梯低层推荐 大三房', '碧桂园凤凰城凤仪苑  | 3室2厅 | 105平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2002年建塔楼  -  凤凰城', '260万', '单价24762元/平米')
('https://image1.ljcdn.com/440100-inspection/45a7e7b3-6ff2-4796-9849-3a9f0aaffd1d.jpg.296x216.jpg', '碧桂园凤凰城凤仪苑 2室2厅 190万', '碧桂园凤凰城凤仪苑  | 2室2厅 | 78.16平米 | 东北 | 简装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '190万', '单价24310元/平米')
('https://image1.ljcdn.com/440100-inspection/629681e5-9a19-478a-a692-20da304aa063.jpg.296x216.jpg', '锦绣天伦中楼层北向精装两房', '锦绣天伦花园  | 2室2厅 | 76.8平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2015年建塔楼  -  新塘', '185万', '单价24089元/平米')
('https://image1.ljcdn.com/440100-inspection/76ea0ccd-35e7-40db-9575-0e6f14cedfce.jpg.296x216.jpg', '凤馨苑精装三房 位置安静 带阁楼', '碧桂园凤凰城凤馨苑  | 3室2厅 | 95平米 | 北 | 其他 | 无电梯', '高楼层(共5层)2002年建塔楼  -  凤凰城', '245万', '单价25790元/平米')
('https://image1.ljcdn.com/440100-inspection/41c10e46-ae96-4014-a723-61e6791aa64f.jpg.296x216.jpg', '锦绣天伦花园 南北向 毛坯过两年', '锦绣天伦花园  | 3室2厅 | 90.13平米 | 北 | 精装 | 有电梯', '高楼层(共32层)塔楼  -  新塘', '198万', '单价21969元/平米')
('https://image1.ljcdn.com/440100-inspection/87ca8ce1-09d1-4d20-a521-a4a11281df89.jpg.296x216.jpg', '新世界花园 电梯两房 安静舒适', '新塘新世界花园万象苑  | 2室2厅 | 84.39平米 | 北 | 其他 | 无电梯', '低楼层(共18层)2009年建塔楼  -  新塘', '225万', '单价26662元/平米')
('https://image1.ljcdn.com/440100-inspection/2adf5658-cb85-44e5-bee2-fa0b9b5e297f.jpg.296x216.jpg', '凤馨苑 南向精装三房', '碧桂园凤凰城凤馨苑  | 3室2厅 | 95平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '225万', '单价23685元/平米')
('https://image1.ljcdn.com/440100-inspection/80194155-8d49-4e32-ad79-e2d68e59a953.jpg.296x216.jpg', '新塘新世界嘉慧苑 南向大三房 保养新', '新塘新世界花园  | 3室2厅 | 140.83平米 | 南 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '250万', '单价17752元/平米')
('https://image1.ljcdn.com/440100-inspection/73cefdff-9caf-4927-928d-d5bf40c9bc0e.jpg.296x216.jpg', '翡翠绿洲 精装大七房 南北通透', '翡翠绿洲森林半岛  | 7室3厅 | 463平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共15层)2011年建塔楼  -  凤凰城', '1000万', '单价21599元/平米')
('https://image1.ljcdn.com/440100-inspection/7ee3d713-ada3-43d7-b5d9-33e1cf70c80e.jpg.296x216.jpg', '假日花园 精装三房', '假日花园  | 3室2厅 | 114平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '302万', '单价26492元/平米')
('https://image1.ljcdn.com/440100-inspection/3d1f1611-f43c-409b-9a8c-67004e4c6e33.jpg.296x216.jpg', '凤凰城凤馨苑 南向 三房', '碧桂园凤凰城凤馨苑  | 3室2厅 | 94.96平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2002年建塔楼  -  凤凰城', '225万', '单价23695元/平米')
('https://image1.ljcdn.com/440100-inspection/77d0dc6c-c225-4ff8-ada0-aa353d81da9a.jpg.296x216.jpg', '凤凰城 凤妍苑 精装三房', '碧桂园凤凰城凤妍苑  | 3室2厅 | 100平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2002年建塔楼  -  凤凰城', '270万', '单价27000元/平米')
('https://image1.ljcdn.com/440100-inspection/e0ea176a-1662-403a-9c1f-3cd38ccde1be.jpg.296x216.jpg', '翡翠绿洲 高层复式单位 改过了实用五层', '翡翠绿洲森林半岛  | 6室2厅 | 207平米 | 南 北 | 其他 | 有电梯', '高楼层(共14层)2011年建塔楼  -  凤凰城', '450万', '单价21740元/平米')
('https://image1.ljcdn.com/440100-inspection/fa09cc60-8fbd-4ca8-858d-377c12854888.jpg.296x216.jpg', '水电二局 精装两房', '水电二局宿舍  | 2室2厅 | 55平米 | 北 | 其他 | 无电梯', '低楼层(共8层)塔楼  -  新塘', '110万', '单价20000元/平米')
('https://image1.ljcdn.com/440100-inspection/37577c27-c220-4a9b-9d30-567a58dd1d81.jpg.296x216.jpg', '凤妍苑精装三房 带车位', '碧桂园凤凰城凤妍苑  | 3室2厅 | 94.92平米 | 北 | 其他 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '250万', '单价26338元/平米')
('https://image1.ljcdn.com/440100-inspection/c52c597d-782d-43af-97cc-d35dc39cbdf6.jpg.296x216.jpg', '新康花园4房 南北向 前后望花园', '新康花园  | 4室2厅 | 143.36平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)塔楼  -  新塘', '215万', '单价14998元/平米')
('https://image1.ljcdn.com/440100-inspection/a4f50050-7c18-4fca-a4f5-d1f3b8d5847b.jpg.296x216.jpg', '翡翠绿洲 森林半岛 一楼带花园', '翡翠绿洲森林半岛  | 3室2厅 | 165平米 | 北 | 简装 | 有电梯', '低楼层(共9层)2011年建塔楼  -  凤凰城', '365万', '单价22122元/平米')
('https://image1.ljcdn.com/440100-inspection/ca401258-1c1b-4c68-be45-de061b46bc60.jpg.296x216.jpg', '新康花园 南向三房 保养好', '新康花园  | 3室2厅 | 105平米 | 南 | 简装 | 无电梯', '高楼层(共7层)板楼  -  新塘', '182万', '单价17334元/平米')
('https://image1.ljcdn.com/440100-inspection/17f68e88-dcea-4ddf-b34d-7d12e4c7a451.jpg.296x216.jpg', '翡翠绿洲 森林半岛 精装两房', '翡翠绿洲森林半岛  | 2室2厅 | 93.82平米 | 东 西 | 其他 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '220万', '单价23450元/平米')
('https://image1.ljcdn.com/440100-inspection/a6d8367d-b446-4b5f-b8d7-744abc4fb379.jpg.296x216.jpg', '假日花园三房 交通便利 保养良好', '假日花园  | 3室2厅 | 106平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)塔楼  -  新塘', '278万', '单价26227元/平米')
('https://image1.ljcdn.com/440100-inspection/50e53daa-8a2d-45c3-a585-95035a0bd25b.jpg.296x216.jpg', '翡翠绿洲森林半岛 东西对流 高层两房', '翡翠绿洲森林半岛  | 2室2厅 | 93.98平米 | 东 西 | 其他 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '210万', '单价22346元/平米')
('https://image1.ljcdn.com/440100-inspection/22368b03-aa8c-4bac-bbc9-6c8fa5fb0a89.jpg.296x216.jpg', '翡翠绿洲 森林半岛 精装两房 望花园', '翡翠绿洲森林半岛  | 2室2厅 | 92.63平米 | 东 西 | 简装 | 有电梯', '低楼层(共25层)2011年建塔楼  -  凤凰城', '216万', '单价23319元/平米')
('https://image1.ljcdn.com/440100-inspection/54bc79f1-f358-4392-b515-7673b82b0750.jpg.296x216.jpg', '凤馨苑 精装南向2房  带车位', '碧桂园凤凰城凤馨苑  | 2室2厅 | 95.9平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2002年建板楼  -  凤凰城', '215万', '单价22420元/平米')
('', '碧桂园凤凰城凤馨苑 3室2厅 260万', '碧桂园凤凰城凤馨苑  | 3室2厅 | 100.33平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '260万', '单价25915元/平米')
('https://image1.ljcdn.com/440100-inspection/599ece6e-7f05-431c-82fe-fde91853c77a.jpg.296x216.jpg', '广州海伦堡 精装修 电梯三房', '广州海伦堡  | 3室2厅 | 95.6平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  新塘', '202万', '单价21130元/平米')
('https://image1.ljcdn.com/440100-inspection/fbb689b5-5bde-4c17-a400-78f27e6a3a8a.jpg.296x216.jpg', '凤锦苑精装 南向三房', '碧桂园凤凰城凤锦苑  | 3室2厅 | 106.91平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2002年建塔楼  -  凤凰城', '298万', '单价27874元/平米')
('https://image1.ljcdn.com/440100-inspection/ed477a31-0722-4930-b7e0-6244d95f1302.jpg.296x216.jpg', '凤馨苑   精装3房   高层  东向', '碧桂园凤凰城凤馨苑  | 3室2厅 | 100平米 | 东 | 精装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '260万', '单价26000元/平米')
('https://image1.ljcdn.com/440100-inspection/19daf4d9-26a6-4db1-a25e-b1cd151f2130.jpg.296x216.jpg', '凤馨苑 精致三房 带主套 保养好', '碧桂园凤凰城凤馨苑  | 3室2厅 | 97平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '230万', '单价23712元/平米')
('https://image1.ljcdn.com/440100-inspection/4c7545ed-ed61-4a25-8d7c-9d9d561ec323.jpg.296x216.jpg', '新都盛世名门宏城汇 1室1厅 73万', '新都盛世名门宏城汇  | 1室1厅 | 27.96平米 | 东南 | 其他 | 有电梯', '高楼层(共21层)2012年建塔楼  -  新塘', '73万', '单价26109元/平米')
('https://image1.ljcdn.com/440100-inspection/e55b9197-1b71-4251-8114-18fc9258b180.jpg.296x216.jpg', '中颐海伦堡花园  高层东南向实用3房', '广州海伦堡  | 3室2厅 | 95.37平米 | 东南 | 精装 | 有电梯', '高楼层(共18层)2012年建塔楼  -  新塘', '215万', '单价22544元/平米')
('https://image1.ljcdn.com/440100-inspection/48d7433d-4941-4dea-8c88-aee19f16bc66.jpg.296x216.jpg', '新世界花园 南向单位 精装三房', '新塘新世界花园万象苑  | 3室2厅 | 132平米 | 南 | 其他 | 有电梯', '低楼层(共22层)2009年建塔楼  -  新塘', '350万', '单价26516元/平米')
('https://image1.ljcdn.com/440100-inspection/a4a29b30-9f65-4e35-80c4-eeb7792ddad3.jpg.296x216.jpg', '凤馨苑 南向两房 采光通风好', '碧桂园凤凰城凤馨苑  | 2室2厅 | 90.68平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2002年建塔楼  -  凤凰城', '230万', '单价25364元/平米')
('', '金地荔湖城水立方 1室1厅 88.8万', '金地荔湖城水立方  | 1室1厅 | 53.85平米 | 西南 | 其他', '低楼层(共33层)塔楼  -  中新镇', '88.8万', '单价16491元/平米')
('https://image1.ljcdn.com/440100-inspection/9b958886-3147-48aa-8353-9f10b7cbe306.jpg.296x216.jpg', '翡翠绿洲 湖翠苑 精装修三居室', '翡翠绿洲湖翠苑  | 3室2厅 | 99平米 | 北 | 精装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  凤凰城', '260万', '单价26263元/平米')
('https://image1.ljcdn.com/440100-inspection/b59aba79-270a-48f9-809f-e5cdf8be75ad.jpg.296x216.jpg', '凤妍苑 南向三房  带入户花园 满两年', '碧桂园凤凰城凤妍苑  | 3室2厅 | 100平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '230万', '单价23000元/平米')
('https://image1.ljcdn.com/440100-inspection/788e3961-200f-4454-b7ad-e62630db9ddf.jpg.296x216.jpg', '凤晴苑 视野好 保养好', '碧桂园凤凰城凤晴苑  | 1室1厅 | 52.85平米 | 东 | 其他 | 有电梯', '低楼层(共28层)2002年建塔楼  -  凤凰城', '125万', '单价23652元/平米')
('https://image1.ljcdn.com/440100-inspection/03dbf41e-aea8-420f-811d-d407bb25a7cb.jpg.296x216.jpg', '凤妍苑 精装三房 生活便利', '碧桂园凤凰城凤妍苑  | 3室2厅 | 95平米 | 西 | 简装 | 有电梯', '中楼层(共17层)2002年建塔楼  -  凤凰城', '245万', '单价25790元/平米')
('', '侨建御溪谷 2室2厅 320万', '侨建御溪谷  | 2室2厅 | 127.53平米 | 南 | 其他', '高楼层(共9层)塔楼  -  中新镇', '320万', '单价25093元/平米')
('https://image1.ljcdn.com/440100-inspection/9ace1b3f-a45f-4605-95d3-21b943b228ed.jpg.296x216.jpg', '亚太新城精装楼梯高楼层南北两房两卫满两年', '亚太新城富丽园  | 2室2厅 | 82.73平米 | 北 | 精装 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '141万', '单价17044元/平米')
('https://image1.ljcdn.com/440100-inspection/e66b5b3c-a65e-4ea8-a253-d6868c0ef77e.jpg.296x216.jpg', '凤妍苑高层视野好，装修好，新房没住过', '碧桂园凤凰城凤妍苑  | 3室2厅 | 99.31平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '250万', '单价25174元/平米')
('https://image1.ljcdn.com/440100-inspection/963ee8a6-3a11-4e03-bfb8-ff5be3c1defa.jpg.296x216.jpg', '凤凰城 精装一房 出行方便 装修保养好', '碧桂园凤凰城凤晴苑  | 1室1厅 | 47.34平米 | 北 | 其他 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '120万', '单价25349元/平米')
('https://image1.ljcdn.com/440100-inspection/1104638b-c46a-4571-8fc0-285f1ffaa69d.jpg.296x216.jpg', '翡翠绿洲 湖绣苑 精装三房户型好', '翡翠绿洲湖绣苑  | 3室2厅 | 99.3平米 | 北 | 精装 | 有电梯', '低楼层(共25层)2011年建塔楼  -  凤凰城', '250万', '单价25177元/平米')
('', '翡翠绿洲 湖滨苑 满五年 南向两房', '翡翠绿洲湖滨苑  | 2室2厅 | 94.7平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2011年建塔楼  -  凤凰城', '215万', '单价22704元/平米')
('https://image1.ljcdn.com/440100-inspection/c5b6473f-a765-43a3-ad67-b11ac669c46d.jpg.296x216.jpg', '翡翠绿洲森林半岛 3室2厅 220万', '翡翠绿洲森林半岛  | 3室2厅 | 93.85平米 | 东 | 精装 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '220万', '单价23442元/平米')
('https://image1.ljcdn.com/440100-inspection/2dddd804-7b8e-4bda-9ea3-2761db8ae0d4.jpg.296x216.jpg', '凤锦苑 南向大三房  别墅视野 满两年', '碧桂园凤凰城凤锦苑  | 3室2厅 | 135平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2002年建塔楼  -  凤凰城', '390万', '单价28889元/平米')
('https://image1.ljcdn.com/440100-inspection/5d052350-3ba3-4e25-a302-aa7d71a05b89.jpg.296x216.jpg', '金泽 低楼层 南北向精装三房', '金泽豪庭  | 3室2厅 | 143平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2009年建塔楼  -  新塘', '343.2万', '单价24000元/平米')
('https://image1.ljcdn.com/440100-inspection/686deb9e-9b20-4de9-bc96-bfe18c50ad72.jpg.296x216.jpg', '顺欣花园 3室2厅 190万', '顺欣花园  | 3室2厅 | 90.04平米 | 南 | 其他 | 有电梯', '中楼层(共11层)塔楼  -  新塘', '190万', '单价21102元/平米')
('https://image1.ljcdn.com/440100-inspection/4f6d666b-31d5-4208-9289-c0f157b9658d.jpg.296x216.jpg', '新世界花园 大两房 送花园保养新', '新塘新世界花园嘉华苑  | 2室2厅 | 79.2平米 | 北 | 其他 | 无电梯', '低楼层(共7层)塔楼  -  新塘', '168万', '单价21213元/平米')
('https://image1.ljcdn.com/440100-inspection/095bc202-b3da-4d0e-b2c0-66ef2db20507.jpg.296x216.jpg', '凤凰城 凤妍苑 精装三房', '碧桂园凤凰城凤妍苑  | 3室2厅 | 95平米 | 西北 | 精装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '235万', '单价24737元/平米')
('https://image1.ljcdn.com/440100-inspection/91a025f6-8ffb-4256-88f2-b011aab3ea29.jpg.296x216.jpg', '新康花园康怡苑 南北对流 精装四房', '新康花园  | 4室2厅 | 144.76平米 | 南 | 其他 | 无电梯', '中楼层(共6层)塔楼  -  新塘', '220万', '单价15198元/平米')
('https://image1.ljcdn.com/440100-inspection/32948f0a-5bc3-4f0c-9617-84e041bfb389.jpg.296x216.jpg', '力诚凯怡湾 精装三房  格局方正 采光好', '力诚凯怡湾  | 3室2厅 | 84.53平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2013年建塔楼  -  新塘', '180万', '单价21295元/平米')
('https://image1.ljcdn.com/440100-inspection/54026c68-52a2-4e3e-b15c-9a759a43b185.jpg.296x216.jpg', '凤馨苑 南向两房 带阁楼 加车位', '碧桂园凤凰城凤馨苑  | 2室2厅 | 92平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2002年建塔楼  -  凤凰城', '245万', '单价26631元/平米')
('https://image1.ljcdn.com/440100-inspection/96d56d03-c256-43ef-bb0c-0f28b1d91ae7.jpg.296x216.jpg', '凤凰城凤锦苑  实用三房 户型实用', '碧桂园凤凰城凤锦苑  | 3室2厅 | 118平米 | 西 | 精装 | 有电梯', '中楼层(共22层)2002年建塔楼  -  凤凰城', '330万', '单价27967元/平米')
('https://image1.ljcdn.com/440100-inspection/d69f4f13-f354-41ff-8fdc-639c4b248d89.jpg.296x216.jpg', '锦绣天伦花园 南北向大三房', '锦绣天伦花园  | 3室2厅 | 91平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2015年建塔楼  -  新塘', '205万', '单价22528元/平米')
('https://image1.ljcdn.com/440100-inspection/0177b99d-131b-4e56-b38d-17531fc2992c.jpg.296x216.jpg', '碧桂园凤凰城凤妍苑 3室2厅 258万', '碧桂园凤凰城凤妍苑  | 3室2厅 | 99.42平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '258万', '单价25951元/平米')
('https://image1.ljcdn.com/440100-inspection/b926a76c-8090-4954-aa14-143556477b12.jpg.296x216.jpg', '新塘新世界花园万象苑 2室2厅 212万', '新塘新世界花园万象苑  | 2室2厅 | 84.36平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2009年建塔楼  -  新塘', '212万', '单价25131元/平米')
('https://image1.ljcdn.com/440100-inspection/428c3c67-b3bf-4c57-8008-4280cf9ec255.jpg.296x216.jpg', '假日花园 一房一厅 中层', '假日花园  | 1室1厅 | 56平米 | 西北 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  新塘', '145.6万', '单价26000元/平米')
('https://image1.ljcdn.com/440100-inspection/7ce3987a-0b2f-4523-9179-1e0c52679c94.jpg.296x216.jpg', '新康花园康馨苑 电梯1房 交通便利', '新康花园康馨苑  | 1室0厅 | 38.93平米 | 北 | 其他', '高楼层(共11层)塔楼  -  新塘', '72万', '单价18495元/平米')
('https://image1.ljcdn.com/440100-inspection/6e7f8761-2e04-420d-a53d-e90d8ac79aeb.jpg.296x216.jpg', '东方名都 精装四室两厅', '东方名都  | 4室2厅 | 146.7平米 | 南 北 | 其他 | 有电梯', '高楼层(共23层)2012年建塔楼  -  新塘', '355万', '单价24200元/平米')
('', '恒大山水城 大四房高楼层 采光视野好', '恒大山水城  | 4室2厅 | 145.64平米 | 南 | 其他', '中楼层(共18层)塔楼  -  中新镇', '340万', '单价23346元/平米')
('https://image1.ljcdn.com/440100-inspection/85edcb9f-1ad4-4210-8fbc-32b022c076f9.jpg.296x216.jpg', '凤凰城 凤馨苑 精装三房', '碧桂园凤凰城凤馨苑  | 2室2厅 | 99.7平米 | 北 | 其他 | 有电梯', '低楼层(共11层)2002年建塔楼  -  凤凰城', '250万', '单价25076元/平米')
('https://image1.ljcdn.com/440100-inspection/a0ed1ea1-ae74-4e3b-8c5b-de99d6d7709d.jpg.296x216.jpg', '合景誉山国际 毛坯房单间公寓', '合景誉山国际  | 1室0厅 | 37.6平米 | 南 | 其他', '中楼层(共11层)塔楼  -  中新镇', '40.7万', '单价10814元/平米')
('https://image1.ljcdn.com/440100-inspection/cde7e261-4b34-478c-8229-fa768e1ff4d5.jpg.296x216.jpg', '锦绣新天地 带装修 中高层三房', '锦绣新天地  | 3室2厅 | 115.46平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  新塘', '258万', '单价22346元/平米')
('', '惠百氏广场 2室2厅 203万', '惠百氏广场  | 2室2厅 | 73.46平米 | 东 | 其他 | 有电梯', '高楼层(共18层)塔楼  -  新塘', '203万', '单价27635元/平米')
('https://image1.ljcdn.com/440100-inspection/f0da9056-ee79-4195-80b8-305a2d1d2090.jpg.296x216.jpg', '力诚凯怡湾 2室2厅 150万', '力诚凯怡湾  | 2室2厅 | 65平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2013年建塔楼  -  新塘', '150万', '单价23077元/平米')
('', '锦绣新天地 3室2厅 270万', '锦绣新天地  | 3室2厅 | 130.87平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2012年建塔楼  -  新塘', '270万', '单价20632元/平米')
('https://image1.ljcdn.com/440100-inspection/b3211fc8-4b03-4716-9cfe-dd072118df89.jpg.296x216.jpg', '嘉华苑 精装两房 采光好', '新塘新世界花园嘉华苑  | 2室2厅 | 78平米 | 北 | 精装 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '160万', '单价20513元/平米')
('https://image1.ljcdn.com/440100-inspection/309c42ee-5013-4fa1-90d6-97dde82183f1.jpg.296x216.jpg', '东方名都 3房2厅1卫 中高层', '东方名都  | 3室2厅 | 95.9平米 | 西 西北 | 其他 | 有电梯', '中楼层(共29层)2013年建塔楼  -  新塘', '235万', '单价24505元/平米')
('', '翡翠绿洲湖滨苑 3室2厅 270万', '翡翠绿洲湖滨苑  | 3室2厅 | 99.03平米 | 北 | 其他 | 有电梯', '中楼层(共21层)2011年建塔楼  -  凤凰城', '270万', '单价27265元/平米')
('https://image1.ljcdn.com/440100-inspection/e3693cc3-43ac-4fb0-ba23-3b163a4d58c8.jpg.296x216.jpg', '汇东国际 中高层一房  南向看花园', '汇东国际花园  | 1室0厅 | 41.59平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2012年建塔楼  -  新塘', '110万', '单价26449元/平米')
('', '翡翠绿洲 第八期 精装南向大四房', '翡翠绿洲湖滨苑  | 3室2厅 | 164平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2011年建塔楼  -  凤凰城', '410万', '单价25000元/平米')
('', '翡翠绿洲 第八期 精装南向大四房', '翡翠绿洲湖滨苑  | 3室2厅 | 164平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2011年建塔楼  -  凤凰城', '410万', '单价25000元/平米')
('', '东方名都 环境舒适 位置安静', '东方名都  | 3室2厅 | 166平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2013年建塔楼  -  新塘', '420万', '单价25302元/平米')
('https://image1.ljcdn.com/440100-inspection/1a83da9f-8e78-48b4-8423-51c8c616b0e9.jpg.296x216.jpg', '凤凰城 凤晴苑 南向望别墅 单间', '碧桂园凤凰城凤晴苑  | 1室1厅 | 47.28平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '126万', '单价26650元/平米')
('', '凤凰城凤馨苑 南向三房保养新 三街位置好', '碧桂园凤凰城凤馨苑  | 3室2厅 | 97平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '255万', '单价26289元/平米')
('https://image1.ljcdn.com/440100-inspection/e5e87832-46c3-424a-898d-6466f817d5a5.jpg.296x216.jpg', '东景华庭 保养好 带租约', '东景华庭  | 1室0厅 | 38.33平米 | 西 | 其他 | 无电梯', '中楼层(共11层)塔楼  -  新塘', '93万', '单价24263元/平米')
('https://image1.ljcdn.com/440100-inspection/e5bfa83b-b690-46bf-b4d1-a655cff6d7e9.jpg.296x216.jpg', '水电广场 精装一房', '水电广场  | 1室1厅 | 53平米 | 北 | 其他 | 有电梯', '中楼层(共23层)2015年建塔楼  -  新塘', '118万', '单价22265元/平米')
('https://image1.ljcdn.com/440100-inspection/58a1fad2-85b1-4b26-9055-55ca169000d5.jpg.296x216.jpg', '南向一楼带花园 带车位 精装三房 凤馨苑', '碧桂园凤凰城凤馨苑  | 3室2厅 | 98.36平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '320万', '单价32534元/平米')
('https://image1.ljcdn.com/440100-inspection/58ddb21d-4600-4459-8cdc-8f3795569071.jpg.296x216.jpg', '凤馨苑 南向两房 满两年', '碧桂园凤凰城凤馨苑  | 2室2厅 | 92平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2002年建塔楼  -  凤凰城', '250万', '单价27174元/平米')
('https://image1.ljcdn.com/440100-inspection/f11fdad6-3c9f-4217-87a5-19a1370f58ec.jpg.296x216.jpg', '翡翠绿洲 育才阳光苑 精装两房', '翡翠绿洲育才阳光苑  | 2室2厅 | 91平米 | 西北 | 其他 | 有电梯', '高楼层(共17层)2011年建塔楼  -  凤凰城', '210万', '单价23077元/平米')
('https://image1.ljcdn.com/440100-inspection/5b6ae5a6-42f3-43f8-815b-c3690b29f851.jpg.296x216.jpg', '凤馨苑 精装南向三房 高楼层', '碧桂园凤凰城凤馨苑  | 3室2厅 | 98平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '265万', '单价27041元/平米')
('https://image1.ljcdn.com/440100-inspection/99015ec1-97ea-4bca-a82f-850fa8cb4284.jpg.296x216.jpg', '凤凰城 凤岭苑 南北对流 带主套三房', '碧桂园凤凰城凤岭苑  | 3室2厅 | 122平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '275万', '单价22541元/平米')
('https://image1.ljcdn.com/440100-inspection/673a85dc-f4ff-44d5-a6ca-a3000d2264f7.jpg.296x216.jpg', '凤锦苑中层南向三房  望山景满两年', '碧桂园凤凰城凤锦苑  | 3室2厅 | 107平米 | 南 | 其他 | 有电梯', '低楼层(共22层)2002年建塔楼  -  凤凰城', '290万', '单价27103元/平米')
('https://image1.ljcdn.com/440100-inspection/1c1a0a87-8524-4bed-8fdf-47a04604d937.jpg.296x216.jpg', '碧桂园凤凰城 2房2厅 235万元', '碧桂园凤凰城凤馨苑  | 2室2厅 | 97.05平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '230万', '单价23700元/平米')
('https://image1.ljcdn.com/440100-inspection/8407d5aa-8ee4-4057-b830-40f6eb307db6.jpg.296x216.jpg', '凤凰城凤馨苑 精装三房', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 西 | 简装 | 有电梯', '中楼层(共18层)2008年建塔楼  -  凤凰城', '240万', '单价25807元/平米')
('https://image1.ljcdn.com/440100-inspection/d41120b6-5931-494f-9cbe-a76e6d5af361.jpg.296x216.jpg', '凤妍苑精装三房 视野开阔', '碧桂园凤凰城凤妍苑  | 3室2厅 | 94平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '263万', '单价27979元/平米')
('https://image1.ljcdn.com/440100-inspection/2cfe4bfe-b8c4-4257-ab63-ce8102effa27.jpg.296x216.jpg', '凤凰城凤馨苑 南向二房', '碧桂园凤凰城凤馨苑  | 2室2厅 | 96.26平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2002年建塔楼  -  凤凰城', '220万', '单价22855元/平米')
