('https://image1.ljcdn.com/440100-inspection/6041f7ad-fc9d-431d-b322-271380747104.jpg.296x216.jpg', '小康人家 2室2厅 360万', '小康人家  | 2室2厅 | 89.76平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  坑口', '360万', '单价40107元/平米')
('https://image1.ljcdn.com/440100-inspection/3af72b56-097a-48fa-85f1-99f8b57d2748.jpg.296x216.jpg', '珠岛花园 实用三房 看房方便', '珠岛花园  | 3室1厅 | 83平米 | 西北 | 其他 | 有电梯', '低楼层(共23层)1999年建塔楼  -  大坦沙', '350万', '单价42169元/平米')
('', '荔港南湾 3室2厅 420万', '荔港南湾  | 3室2厅 | 102平米 | 西南 | 简装 | 有电梯', '高楼层(共28层)2008年建塔楼  -  南岸路', '420万', '单价41177元/平米')
('https://image1.ljcdn.com/440100-inspection/38d6868e-0b63-4459-9fea-2c0146fb5a71.JPG.296x216.jpg', '岭南湾畔 电梯两房', '岭南湾畔  | 2室2厅 | 83.51平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2010年建塔楼  -  西村', '430万', '单价51491元/平米')
('https://image1.ljcdn.com/440100-inspection/825c8c38-c39c-405b-8657-c5d77050bad8.JPG.296x216.jpg', '龙津东路 1室1厅 50万', '龙津东路  | 1室1厅 | 16.96平米 | 东 | 其他 | 无电梯', '高楼层(共5层)板楼  -  陈家祠', '50万', '单价29482元/平米')
('https://image1.ljcdn.com/440100-inspection/31101be5-1b10-4afc-afd1-6dcc08415a6d.jpg.296x216.jpg', '隽泷湾 两房一厅 安静望小区花园', '路劲隽泷湾  | 2室2厅 | 79.46平米 | 东北 | 其他 | 有电梯', '低楼层(共15层)2013年建塔楼  -  龙溪', '285万', '单价35868元/平米')
('https://image1.ljcdn.com/440100-inspection/03e111d5-3251-45dd-8c3d-a411893cafbc.jpg.296x216.jpg', '黄沙大道 电梯三房 高层望江', '黄沙大道  | 3室2厅 | 119.57平米 | 西南 | 其他 | 有电梯', '高楼层(共25层)塔楼  -  黄沙', '535万', '单价44744元/平米')
('', '万科柏悦湾 精致三房 保养新净', '万科柏悦湾  | 3室2厅 | 96平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2005年建塔楼  -  大坦沙', '430万', '单价44792元/平米')
('https://image1.ljcdn.com/440100-inspection/50975a4b-5861-47b6-904b-1c18d3a31c2c.jpg.296x216.jpg', '金鹤苑 低层2房 环境优美 采光好', '金鹤苑  | 2室2厅 | 74.78平米 | 东 | 其他 | 无电梯', '低楼层(共7层)2000年建塔楼  -  东塱', '215万', '单价28752元/平米')
('https://image1.ljcdn.com/440100-inspection/dfbe4e4b-5005-43d2-ab59-cb14e85d8116.jpg.296x216.jpg', '金道花园 大型小区 成熟配套 交通方便', '金道花园  | 3室2厅 | 101.86平米 | 西南 | 其他 | 有电梯', '中楼层(共22层)2000年建塔楼  -  鹤洞', '315万', '单价30925元/平米')
('https://image1.ljcdn.com/440100-inspection/0102457e-eb21-4372-acce-d4a1cd8a3561.jpg.296x216.jpg', '荔湾路 低层二楼 精装两房', '荔湾路  | 2室2厅 | 66.29平米 | 东 西 | 其他 | 无电梯', '低楼层(共9层)塔楼  -  陈家祠', '250万', '单价37714元/平米')
('https://image1.ljcdn.com/440100-inspection/7940e019-2888-4754-ba06-2962ae5a203c.jpg.296x216.jpg', '美华后街 地铁西村站 大三房', '环市西路美华后街  | 3室1厅 | 86.4平米 | 南 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  西村', '240万', '单价27778元/平米')
('https://image1.ljcdn.com/440100-inspection/edc5b7b3-f00e-4352-b333-071144d97c36.jpg.296x216.jpg', '万科金域华府 4房2厅 850万元', '万科金域华府  | 4室2厅 | 122平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2009年建塔楼  -  人民路', '850万', '单价69673元/平米')
('https://image1.ljcdn.com/440100-inspection/9202c9fa-df28-4472-9e56-476a2ede9354.jpg.296x216.jpg', '西门口广场 小区电梯 东向望花园', '西门口广场  | 3室2厅 | 140.77平米 | 东 | 精装 | 有电梯', '低楼层(共27层)2007年建塔楼  -  西华路', '815万', '单价57896元/平米')
('https://image1.ljcdn.com/440100-inspection/311c3ea5-efda-43f7-8b41-7e7e02723a45.jpg.296x216.jpg', '新光城市广场 电梯中层三房 间隔方正', '新光城市广场  | 4室2厅 | 132平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2003年建塔楼  -  陈家祠', '968万', '单价73334元/平米')
('https://image1.ljcdn.com/440100-inspection/43a47e3e-835e-484f-8f9e-bc096dc8534f.jpg.296x216.jpg', '保利公园九里 高层靓景 视野开阔 装修好', '保利公园九里  | 3室2厅 | 108.44平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  龙溪', '390万', '单价35965元/平米')
('https://image1.ljcdn.com/440100-inspection/54813758-af10-49fc-a7b5-fb33c716413c.jpg.296x216.jpg', '楼层好 景观好', '中山八路  | 2室1厅 | 70.25平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  中山八', '386.4万', '单价55001元/平米')
('https://image1.ljcdn.com/440100-inspection/dfb45a18-9022-41c4-bde5-7bc72188abbd.jpg.296x216.jpg', '凯粤湾 尊贵精装5房 高层一线望江', '新世界凯粤湾  | 5室2厅 | 213.29平米 | 东北 | 其他 | 有电梯', '高楼层(共20层)2012年建塔楼  -  滘口', '1200万', '单价56262元/平米')
('https://image1.ljcdn.com/440100-inspection/4fd450e6-8f6a-4427-abca-cbbe08bb7532.jpg.296x216.jpg', '荔港南湾，高层两房单位', '荔港南湾  | 2室1厅 | 72.87平米 | 东南 | 简装 | 有电梯', '高楼层(共32层)2008年建塔楼  -  南岸路', '338万', '单价46384元/平米')
('https://image1.ljcdn.com/440100-inspection/d82e0a70-44ce-4de0-a5b1-ebfb9260c54c.jpg.296x216.jpg', '环市西路 2室1厅 148万', '环市西路  | 2室1厅 | 52.52平米 | 南 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  流花站前', '148万', '单价28180元/平米')
('https://image1.ljcdn.com/440100-inspection/d43a4806-7c59-4357-8641-a783f814dfe7.jpg.296x216.jpg', '文昌北路 私房一栋 交通便利', '文昌北路   | 独栋别墅 | 4室2厅 | 113.25平米 | 南 | 其他 | 无电梯', '1层暂无数据  -  西关', '368万', '单价32495元/平米')
('https://image1.ljcdn.com/440100-inspection/2eba242b-1d44-49a3-994d-ef9a1a4b3897.jpg.296x216.jpg', '四季花园 花园小区 安静舒服', '四季花园  | 3室2厅 | 78平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2005年建塔楼  -  坑口', '325万', '单价41667元/平米')
('https://image1.ljcdn.com/440100-inspection/2255170d-302f-45ec-b350-6b5b006bde32.jpg.296x216.jpg', '宝华路 7室2厅 352万', '宝华路   | 独栋别墅 | 7室2厅 | 152平米 | 南 | 其他', '1层暂无数据  -  西关', '352万', '单价23158元/平米')
('https://image1.ljcdn.com/440100-inspection/ea61b4ba-43a1-4d47-add3-f6df035f6014.jpg.296x216.jpg', '恒荔湾畔 电梯3房 中层望花地河', '恒荔湾畔  | 3室2厅 | 98.05平米 | 西北 | 其他 | 有电梯', '低楼层(共34层)2008年建塔楼  -  芳村大道', '510万', '单价52015元/平米')
('https://image1.ljcdn.com/440100-inspection/4636d2a2-c8b9-4820-8e6d-80bcf5d0a85b.jpg.296x216.jpg', '荔港南湾 实用两房 户型方正 采光好', '荔港南湾  | 2室2厅 | 70.37平米 | 东 | 简装 | 有电梯', '低楼层(共25层)1999年建塔楼  -  南岸路', '280万', '单价39790元/平米')
('https://image1.ljcdn.com/440100-inspection/f3b29f30-c039-4804-9c15-d3268c4afd59.jpg.296x216.jpg', '新世界凯粤湾 东南向2房 望花园 双阳台', '新世界凯粤湾  | 2室1厅 | 92平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2012年建塔楼  -  滘口', '450万', '单价48914元/平米')
('', '万科柏悦湾 精致三房 户型方正', '万科柏悦湾  | 3室2厅 | 97平米 | 北 | 其他 | 有电梯', '低楼层(共34层)2005年建塔楼  -  大坦沙', '430万', '单价44330元/平米')
('https://image1.ljcdn.com/440100-inspection/15e7b041-0ca1-4435-b14a-04285395cfe4.JPG.296x216.jpg', '珠岛花园 低层一房 带阳台 户型方正', '珠岛花园  | 1室0厅 | 26平米 | 西 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  大坦沙', '75万', '单价28847元/平米')
('', '珠岛花园 复式楼 东南向 望江', '珠岛花园  | 4室2厅 | 134平米 | 东南 | 精装 | 有电梯', '高楼层(共17层)塔楼  -  大坦沙', '530万', '单价39553元/平米')
('https://image1.ljcdn.com/440100-inspection/5947bc8a-5c4f-4c44-b97d-dab9883ac2a0.jpg.296x216.jpg', '西关海 实用三房 高层望花园 安静舒适', '西关海  | 3室2厅 | 123平米 | 南 北 | 其他 | 有电梯', '中楼层(共28层)2012年建塔楼  -  南岸路', '770万', '单价62602元/平米')
('', '珠岛花园 南北通透 双阳台单边位', '珠岛花园  | 3室1厅 | 80.02平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)1995年建塔楼  -  大坦沙', '300万', '单价37491元/平米')
('https://image1.ljcdn.com/440100-inspection/5d2f9bcc-d5a8-4eb4-87f7-be5cefea27fd.jpg.296x216.jpg', '康王路新光城市广场二期南向大3房2卫', '新光城市广场  | 3室2厅 | 98.5平米 | 西南 | 其他 | 有电梯', '中楼层(共31层)2003年建塔楼  -  陈家祠', '610万', '单价61929元/平米')
('https://image1.ljcdn.com/440100-inspection/b5cf433c-677a-40a9-9b18-34d20cb3227b.jpg.296x216.jpg', '龙锦大厦 单身公寓 采光好', '龙锦大厦  | 1室0厅 | 45.25平米 | 东 | 简装 | 有电梯', '高楼层(共31层)2000年建塔楼  -  陈家祠', '92万', '单价20332元/平米')
('', '荔港南湾  实用三房带主套  厅出阳台', '荔港南湾  | 3室2厅 | 101.31平米 | 西南 | 简装 | 有电梯', '中楼层(共28层)2008年建塔楼  -  南岸路', '398万', '单价39286元/平米')
('https://image1.ljcdn.com/440100-inspection/2681063b-5264-44cf-bc0b-63c23230f33c.jpg.296x216.jpg', '光复南路 方正一房 厅出阳台', '光复南路  | 1室1厅 | 36.08平米 | 北 | 简装 | 无电梯', '高楼层(共9层)塔楼  -  人民路', '93万', '单价25777元/平米')
('', '君湖华庭 精致大三房 采光通风好', '富力君湖华庭  | 3室1厅 | 118平米 | 南 北 | 其他 | 有电梯', '低楼层(共42层)2011年建塔楼  -  流花站前', '658万', '单价55763元/平米')
('https://image1.ljcdn.com/440100-inspection/cb9cb7ab-8d2d-4996-b561-3873508a3bb1.jpg.296x216.jpg', '龙湾贰号 南向三房 通风采光好', '龙湾贰号  | 3室2厅 | 100.79平米 | 南 | 简装 | 有电梯', '低楼层(共23层)1996年建塔楼  -  芳村大道', '300万', '单价29765元/平米')
('https://image1.ljcdn.com/440100-inspection/35d6d975-f6c7-4eeb-b9a2-af8314daf21f.jpg.296x216.jpg', '邦华星际二期 复式两房 家电齐', '邦华星际广场二期  | 2室2厅 | 68.82平米 | 北 | 其他', '中楼层(共20层)塔楼  -  龙溪', '140万', '单价20343元/平米')
('https://image1.ljcdn.com/440100-inspection/a6f923c7-d9ad-4d7f-90a6-411507a47000.jpg.296x216.jpg', '两房一厅，交通方便，出行方便', '龙津商贸大厦  | 2室1厅 | 63.88平米 | 北 | 其他 | 有电梯', '中楼层(共25层)2000年建塔楼  -  人民路', '280万', '单价43833元/平米')
('', '粤电花园 厅出阳台 采光通风好', '粤电花园  | 2室2厅 | 71平米 | 东南 | 其他 | 无电梯', '中楼层(共9层)1990年建塔楼  -  南岸路', '255万', '单价35916元/平米')
('https://image1.ljcdn.com/440100-inspection/df806728-d2e7-44fc-9b3e-1623d5dea92c.jpg.296x216.jpg', '富力广场 陈家祠地铁 方正三房 东南朝向', '富力广场T区  | 3室2厅 | 107平米 | 东南 | 精装 | 有电梯', '低楼层(共19层)2005年建塔楼  -  中山八', '540万', '单价50468元/平米')
('https://image1.ljcdn.com/440100-inspection/4dca59ae-c5ba-4a9b-83a1-a9f7da42c92e.jpg.296x216.jpg', '保利公园九里南北厅出双阳台方正实用4房', '保利公园九里  | 4室2厅 | 143平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2015年建塔楼  -  龙溪', '540万', '单价37763元/平米')
('https://image1.ljcdn.com/440100-inspection/b8ca5665-5d7d-4340-b4c2-835c14f555e8.jpg.296x216.jpg', '西湾东一房一厅 方便看楼', '西湾东路  | 1室1厅 | 29.39平米 | 西 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  西村', '118万', '单价40150元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/130f9590-d856-4427-bae9-ea0c506fe903.jpg.280x210.jpg', '白兰大厦 电梯三房 交通方便', '金兰苑  | 3室2厅 | 91.63平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2001年建塔楼  -  汾水', '295万', '单价32195元/平米')
('', '逸彩新世界 三房两厅 望花园 窖口地铁站', '新世界逸彩庭园F区  | 3室2厅 | 101平米 | 北 | 精装 | 有电梯', '低楼层(共19层)2007年建塔楼  -  滘口', '385万', '单价38119元/平米')
('', '珠岛花园 二期复式三房 带双阳台', '珠岛花园  | 3室2厅 | 99.7平米 | 南 北 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  大坦沙', '310万', '单价31094元/平米')
('https://image1.ljcdn.com/440100-inspection/184f006a-5daa-4cb7-98c3-0130acbcbaab.jpg.296x216.jpg', '中层两房一厅', '金花小区  | 2室1厅 | 38平米 | 西 | 精装 | 无电梯', '中楼层(共9层)2003年建塔楼  -  西华路', '140万', '单价36843元/平米')
('', '荔港南湾 实用两房 温馨舒适', '荔港南湾  | 2室1厅 | 76平米 | 东南 | 简装 | 有电梯', '高楼层(共32层)2008年建塔楼  -  南岸路', '320万', '单价42106元/平米')
('', '第三附属医院宿舍 3室1厅 360万', '第三附属医院宿舍  | 3室1厅 | 68.62平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1988年建塔楼  -  黄沙', '360万', '单价52463元/平米')
('', '金兰苑 一房一厅可改小两房 随约', '金兰苑  | 1室1厅 | 41.35平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)2001年建塔楼  -  汾水', '99万', '单价23942元/平米')
('https://image1.ljcdn.com/440100-inspection/f81fd9cf-1523-4a8a-ba65-d4adfdce05d8.jpg.296x216.jpg', '长寿路地铁 恒宝华庭 厅出阳台', '恒宝华庭  | 3室1厅 | 126.79平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2000年建板楼  -  西关', '780万', '单价61520元/平米')
('https://image1.ljcdn.com/440100-inspection/4d263575-c063-4c2e-9b34-89d442a483c7.jpg.296x216.jpg', '南岸路环翠园 楼梯铺瓷砖 方正三房', '环翠园  | 3室2厅 | 89.06平米 | 南 | 其他', '高楼层(共9层)塔楼  -  南岸路', '300万', '单价33686元/平米')
('https://image1.ljcdn.com/440100-inspection/7f51a2f3-e0ad-4828-843f-ecb4133a347b.jpg.296x216.jpg', '地铁长寿站 雅居乐  东南向3房', '荔尚国际  | 3室2厅 | 114.21平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2008年建塔楼  -  西关', '570万', '单价49909元/平米')
('https://image1.ljcdn.com/440100-inspection/8ea8b59c-8f9a-49c5-a681-177f973f2df4.jpg.296x216.jpg', '万科柏悦湾 南北对流 交通便利', '万科柏悦湾  | 4室2厅 | 120.99平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2010年建塔楼  -  大坦沙', '530万', '单价43806元/平米')
('https://image1.ljcdn.com/440100-inspection/34e3ac93-ead1-4867-8d46-4c235ec5642c.jpg.296x216.jpg', '万科柏悦湾 东南靓向 实用两房', '万科柏悦湾  | 2室2厅 | 83.95平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2010年建塔楼  -  大坦沙', '365万', '单价43479元/平米')
('https://image1.ljcdn.com/440100-inspection/4f28a1bb-7967-47df-8335-3e8c3410f34f.jpg.296x216.jpg', '万科金域华府 中层无遮挡 配套成熟', '万科金域华府  | 3室1厅 | 79.63平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2009年建塔楼  -  人民路', '530万', '单价66558元/平米')
('https://image1.ljcdn.com/440100-inspection/2a59e555-be26-4b8a-b484-f387c0c21148.jpg.296x216.jpg', '荔港南湾实用三房 装修好 保养好', '荔港南湾  | 3室2厅 | 111.97平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2008年建塔楼  -  南岸路', '466万', '单价41619元/平米')
('', '蓬莱大街 整栋私房单位 格局方正', '蓬莱路蓬莱大街   | 独栋别墅 | 6室6厅 | 140平米 | 东南 | 简装', '1层暂无数据  -  黄沙', '430万', '单价30715元/平米')
('https://image1.ljcdn.com/440100-inspection/bd36e76f-6cea-481d-8fa2-e272ba026148.jpg.296x216.jpg', '龙津华府 方正四房 带入户花园', '龙津华府  | 4室2厅 | 136.92平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2013年建塔楼  -  西关', '830万', '单价60620元/平米')
('', '逸翠湾 东南向三房', '逸翠湾  | 3室2厅 | 143.66平米 | 东南 | 其他 | 有电梯', '中楼层(共45层)2009年建塔楼  -  黄沙', '900万', '单价62648元/平米')
('', '新世界逸彩庭院  新静三房 东南靓向', '新世界逸彩庭园朗逸庭  | 4室1厅 | 91平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2007年建塔楼  -  滘口', '390万', '单价42858元/平米')
('https://image1.ljcdn.com/440100-inspection/6dcb7480-9be1-4dd2-a558-7bba35ef53ca.jpg.296x216.jpg', '保利塞纳维 精致两房 望花园', '保利塞纳维拉  | 2室2厅 | 76.45平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2015年建塔楼  -  龙溪', '268万', '单价35056元/平米')
('', '和平西路 独栋别墅 首层商用', '和平西路  | 9室9厅 | 260.5平米 | 南 | 简装', '低楼层(共1层)塔楼  -  西关', '700万', '单价26872元/平米')
('https://image1.ljcdn.com/440100-inspection/c098579f-0392-4248-9bb8-7a05ac7dab81.jpg.296x216.jpg', '保利塞纳维拉 电梯三房 花园式小区', '保利塞纳维拉  | 3室2厅 | 97平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2015年建塔楼  -  龙溪', '325万', '单价33506元/平米')
('', '华贵路 整栋私房', '华贵路  | 4室3厅 | 80平米 | 西 | 简装', '低楼层(共1层)塔楼  -  西关', '530万', '单价66250元/平米')
('https://image1.ljcdn.com/440100-inspection/9d6c6924-4400-4807-85e4-af7a76a18108.jpg.296x216.jpg', '滘口芳信路 电梯精装东南向 三房带主卫', '芳信路中医院宿舍  | 3室2厅 | 99.69平米 | 东南 | 其他 | 有电梯', '低楼层(共10层)1997年建塔楼  -  滘口', '285万', '单价28589元/平米')
('', '蓬莱正街 南向两房 格局方正', '恩宁路蓬莱正街  | 2室1厅 | 59.39平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1994年建塔楼  -  西关', '180万', '单价30309元/平米')
('https://image1.ljcdn.com/440100-inspection/6df9b130-865c-4780-8a92-c4faed71920f.jpg.296x216.jpg', '西关海 实用三房 高层望花园特色', '西关海  | 3室2厅 | 131平米 | 东北 | 精装 | 有电梯', '中楼层(共56层)2012年建塔楼  -  南岸路', '740万', '单价56489元/平米')
('', '地铁长寿站 多宝路 低层单位', '多宝路  | 2室2厅 | 84.89平米 | 南 | 其他', '低楼层(共6层)板楼  -  西关', '215万', '单价25327元/平米')
('https://image1.ljcdn.com/440100-inspection/4231f24a-aa40-48ce-a118-a09a12707bb9.jpg.296x216.jpg', '红棉苑 两房一厅 交通方便 格局方正', '红棉苑南区  | 2室1厅 | 74平米 | 西北 | 其他 | 无电梯', '高楼层(共9层)2000年建塔楼  -  花地大道', '233万', '单价31487元/平米')
('', '十八甫南路实用私房 户型好', '十八甫南路   | 独栋别墅 | 2室1厅 | 71.16平米 | 东 | 其他', '1层暂无数据  -  西关', '468万', '单价65768元/平米')
('https://image1.ljcdn.com/440100-inspection/99bc8123-566b-440d-aa70-0793182ca956.jpg.296x216.jpg', '龙泉居 康有为房 电梯2房', '龙泉居  | 2室1厅 | 62.15平米 | 北 | 简装 | 无电梯', '低楼层(共9层)1996年建塔楼  -  芳村大道', '205万', '单价32985元/平米')
('', '城启十三行 实用三房 采光通风好', '城启十三行广场  | 3室2厅 | 190.38平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2000年建塔楼  -  人民路', '800万', '单价42022元/平米')
('https://image1.ljcdn.com/440100-inspection/7439723f-642b-4c4e-a5d8-e0b6ea132aba.jpg.296x216.jpg', '恒利翠竹苑 楼龄新 间隔房正 通风光线好', '恒利翠竹苑二期  | 4室2厅 | 121.26平米 | 北 | 其他 | 有电梯', '中楼层(共24层)2007年建塔楼  -  花地大道', '500万', '单价41234元/平米')
('', '瑞安花园 四房两厅东南向单位 随约', '瑞安花园（佛山南海）  | 4室1厅 | 132.11平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2010年建塔楼  -  滘口', '300万', '单价22709元/平米')
('https://image1.ljcdn.com/440100-inspection/3c287b7e-de2e-4654-9019-70da70602c87.jpg.296x216.jpg', '红棉苑 电梯五房复式三层  保养好', '红棉苑北区  | 5室2厅 | 131.54平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2000年建塔楼  -  花地大道', '528万', '单价40140元/平米')
('', '富力唐宁花园 电梯高层', '富力唐宁花园  | 5室2厅 | 211.77平米 | 南 北 | 其他', '高楼层(共32层)2012年建塔楼  -  西村', '980万', '单价46277元/平米')
('https://image1.ljcdn.com/440100-inspection/ee48577a-d5ee-49e2-8300-bcb371230be8.jpg.296x216.jpg', '南源花园 配套成熟', '南源花园  | 2室1厅 | 70平米 | 东 | 简装 | 有电梯', '低楼层(共18层)1998年建塔楼  -  南岸路', '250万', '单价35715元/平米')
('', '多宝路 昌华新街 低层单间出售', '多宝路昌华新街  | 1室0厅 | 25平米 | 东南 | 其他 | 无电梯', '中楼层(共4层)板楼  -  黄沙', '60万', '单价24000元/平米')
('https://image1.ljcdn.com/440100-inspection/e40e7f8e-8a9a-46bf-8080-41e598a2f3b8.jpg.296x216.jpg', '荔港南湾 标准四房 采光好', '荔港南湾H区  | 5室2厅 | 170.34平米 | 西北 | 其他 | 有电梯', '中楼层(共28层)2008年建塔楼  -  南岸路', '650万', '单价38159元/平米')
('', '西关海 南向三房 厅出阳台', '西关海  | 3室2厅 | 153平米 | 南 | 精装 | 有电梯', '低楼层(共46层)2012年建塔楼  -  南岸路', '860万', '单价56210元/平米')
('https://image1.ljcdn.com/440100-inspection/70ebc1d6-6d99-4d9a-bb06-06da85f1eb73.jpg.296x216.jpg', '中铁荔湾城 花园小区 高层精装3房', '中铁荔湾国际城  | 3室2厅 | 113平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建塔楼  -  龙溪', '470万', '单价41593元/平米')
('', '文昌北路 私房一栋 交通便利 南北对流', '文昌北路   | 独栋别墅 | 4室2厅 | 79.84平米 | 南 北 | 其他', '1层暂无数据  -  西关', '260万', '单价32566元/平米')
('https://image1.ljcdn.com/440100-inspection/444b761c-0149-4cdf-b2fd-5d1b42dfe8aa.jpg.296x216.jpg', '瑞安花园 电梯3房 窖口地铁 封闭小区', '瑞安花园（佛山南海）  | 3室2厅 | 88.51平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2010年建塔楼  -  滘口', '250万', '单价28246元/平米')
('', '安富花园 中高层三房 方正实用', '安富花园  | 3室2厅 | 102.74平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)1998年建塔楼  -  陈家祠', '480万', '单价46720元/平米')
('https://image1.ljcdn.com/440100-inspection/934324bc-f22e-4958-83c0-b0221a55b04f.jpg.296x216.jpg', '荔港南湾 标准大四房', '荔港南湾  | 4室2厅 | 162.62平米 | 西北 | 精装 | 有电梯', '低楼层(共32层)2008年建塔楼  -  南岸路', '600万', '单价36896元/平米')
('', '流花新街 中层两房 实用两房', '站前路流花新街  | 2室1厅 | 69.24平米 | 南 | 简装', '中楼层(共9层)塔楼  -  流花站前', '195万', '单价28163元/平米')
('https://image1.ljcdn.com/440100-inspection/609a8140-e229-4f03-8ec8-a0f595b88b13.jpg.296x216.jpg', '芳村花园 电梯二房两厅 方正实用', '芳村花园  | 2室2厅 | 83.85平米 | 西南 | 简装 | 有电梯', '高楼层(共31层)1999年建塔楼  -  龙溪', '285万', '单价33990元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/005f4020-76b4-45e3-b342-c6d1019bc733.jpg.280x210.jpg', '欧家园 交通方便 间隔方正', '龙津东路欧家园  | 2室2厅 | 94.17平米 | 西 | 简装 | 无电梯', '高楼层(共8层)1997年建塔楼  -  陈家祠', '290万', '单价30796元/平米')
('https://image1.ljcdn.com/440100-inspection/3984189f-3190-49c0-a805-7f5119f2000d.jpg.296x216.jpg', '荔港南湾 实用两房 家私电器齐', '荔港南湾  | 2室2厅 | 80平米 | 西北 | 简装 | 有电梯', '低楼层(共34层)2008年建塔楼  -  南岸路', '325万', '单价40625元/平米')
('', '珠岛花园 六期两房 采光明亮', '珠岛花园  | 2室2厅 | 68.5平米 | 北 | 精装 | 有电梯', '高楼层(共25层)1995年建塔楼  -  大坦沙', '250万', '单价36497元/平米')
('', '文昌雅居 方正两房 明厨明厕 野开阔', '文昌雅居  | 2室1厅 | 75平米 | 北 | 精装 | 有电梯', '低楼层(共32层)2005年建塔楼  -  西关', '380万', '单价50667元/平米')
('https://image1.ljcdn.com/440100-inspection/f2dd3b79-c810-4df5-b69f-fbb66a727f3e.jpg.296x216.jpg', '珠岛花园 五期跃式四房二厅', '珠岛花园  | 4室2厅 | 108平米 | 南 北 | 简装 | 有电梯', '高楼层(共23层)1999年建塔楼  -  大坦沙', '420万', '单价38889元/平米')
('', '文化公园站 西关尚品 交通便利 家私家电', '西关尚品  | 1室0厅 | 25平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2001年建塔楼  -  西关', '50万', '单价20000元/平米')
('https://image1.ljcdn.com/440100-inspection/c8e3d6c2-8aa3-4a7d-ad7f-abea592730d6.jpg.296x216.jpg', '怡康苑 电梯三房两厅 户型方正', '怡康苑  | 2室2厅 | 93.47平米 | 北 | 简装 | 有电梯', '中楼层(共30层)2000年建塔楼  -  鹤洞', '286万', '单价30599元/平米')
('', '贵贤上品 长寿路 *地铁 新装修公寓', '贵贤上品  | 1室1厅 | 44平米 | 北 | 简装 | 有电梯', '低楼层(共35层)2013年建塔楼  -  西关', '98万', '单价22273元/平米')
('https://image1.ljcdn.com/440100-inspection/c172dbfc-0d08-470c-9f5c-cf3561766fc1.jpg.296x216.jpg', '花地大道南 花地河湾 复式5房', '花地河湾  | 5室2厅 | 86平米 | 南 | 其他 | 有电梯', '低楼层(共22层)2009年建塔楼  -  东塱', '380万', '单价44187元/平米')
('https://image1.ljcdn.com/440100-inspection/79dc3cd2-cf6e-4d57-8cd1-68f4bd81b71c.jpg.296x216.jpg', '黄沙板块 逸翠湾 高层三房 采光好', '逸翠湾  | 3室2厅 | 143.66平米 | 西南 | 其他 | 有电梯', '中楼层(共45层)2009年建塔楼  -  黄沙', '715万', '单价49771元/平米')
('https://image1.ljcdn.com/440100-inspection/a41f7499-d830-41f6-a7de-f16e811bd142.jpg.296x216.jpg', '荔情居 高层复式 独立平台花园', '荔情居  | 4室2厅 | 236.36平米 | 南 北 | 其他 | 有电梯', '高楼层(共22层)2004年建塔楼  -  西华路', '1063.7万', '单价45000元/平米')
('', '龙锦大厦 大一房一厅 装修好', '龙锦大厦  | 1室1厅 | 108平米 | 东南 | 简装 | 有电梯', '中楼层(共31层)2000年建塔楼  -  陈家祠', '250万', '单价23149元/平米')
